dacc,ddelta,dtheta
-1.7984379224652611,2.951344324787844,2.643574596097814
1.9893247145197366,0.442260086088033,2.4754981104789424
1.6611412008741535,-1.5021967460486403,2.5712752893566653
1.9983953978396736,3.699626111207894,2.587994547255353
-1.2782708529708593,3.2335164643974394,1.2454887445308176
-1.7573415828438832,2.4205979763872767,3.5841762342942225
-1.9989965943783525,1.9607639643992338,2.738216423717798
-0.5036227185259741,0.614103647026104,2.4567626532554767
1.998723496102511,-0.48280621422343795,2.285653670102948
1.6195617769571977,-0.23312410613157755,2.1279941941756233
1.9989060496140945,-0.5262758386641969,2.0573549027065736
1.99965630570785,-0.7714882878402108,2.508397313453639
1.9997292893855905,-1.0691251336722265,3.999886077516956
1.999742662489255,-1.2422271843754105,3.9999274364539215
1.9989906041733727,-2.6797171580354546,3.9997476757844206
1.9746895414967092,-0.7990202170896188,3.5886003617321465
1.0993891339684378,-1.3015114858379377,2.454818267753237
-1.8265548431746195,-0.6784061227335096,2.2639229395955223
-1.9976010676844334,1.717999598573089,2.2770266854873937
-1.992919782278028,0.8818694447296048,2.324105989447293
-1.9688713503988786,0.3400772719426447,2.3655542986843074
-1.999687539092764,-2.0476636347313275,2.406820506931296
-1.9989643252509677,-2.4963362994721723,2.422469586176503
-1.9991467961316118,-1.9366068782370793,2.4200278599836387
-1.997665997469146,-0.7713565932350063,2.3969401444553857
-1.9986365357732019,0.8726588323833631,2.354089377687041
-1.0315325637925157,2.3410456976998537,2.2974107322543946
0.3023002402057447,3.8391111271349563,2.242680555734572
-0.25031087674076047,2.296838517170359,2.2006809049274056
0.10071106887806827,-0.6503237510691242,2.167669945467228
0.20875072606501616,0.08800275645790887,2.1328217778122367
0.26043279525425606,3.6900290536957123,2.0828808535825973
0.12068474583237954,1.6066744043961878,2.003530790401523
1.7050336592372897,-0.9815032562684696,1.894651306518951
1.6983709003638228,-1.4012032245401858,1.795773231698519
1.6406025860793565,-1.5168714894594837,1.7194071282025656
1.9994144481880478,-0.7736584392013035,1.7809676601117626
1.3765971915416864,-1.1878529397166033,2.0188482817644453
-0.26734620887722377,-0.051524380002802156,2.2406176145770744
-0.8791511890102288,0.269362224425081,2.370376754713559
-1.9727644701780334,0.11952056818668945,2.3495300916132686
-1.9607527323077452,1.0874743463217706,2.176449862254015
-1.6565615539659493,0.8784354471031164,1.8962423316903863
-1.9910754314200259,4.668878380432305,1.7921964535360737
-0.43357387661627345,-0.14804762028028323,1.68904694728962
0.16855432879969295,-4.203659692801816,1.0101581326709568
1.739905880519156,-0.9307868108806646,1.0020648060577195
1.2023472931639625,4.446460756660126,2.548527471745496
1.99954902237172,0.5085747986689879,1.9350002537214441
1.8827501698332842,-3.432399194945302,1.8632275609563067
1.916294998830901,-0.2841634909500354,1.872050864597318
0.1372105827364962,-0.2976852275905643,1.8524613911216885
1.9808803649650482,0.20993822477142257,1.8856717905359854
1.9993314291797044,-0.12737354321964042,1.8622853731567466
1.9974803330880757,-0.5497058883826043,1.7977069117252849
1.451934499936038,-0.43709213566019306,1.698617958223429
1.8912517178522543,-0.21334104641814816,1.7082159071463845
1.6508864864372015,-5.144453853126753,1.857885467690092
0.6329698732158596,-3.619426777848963,1.759710080355456
-1.9176289605615107,-3.4275471305976644,1.96850352133046
-1.9983910599345736,-1.2185571031070799,1.911041854556322
-1.9014035841571895,-0.43188071539735073,1.9700890860946432
-1.999609448146723,0.27132326981685445,1.962053128587382
-1.9449149958566339,0.30126791801084024,1.9575964331823155
-1.992152210026119,1.8868128141429736,2.2312494166405195
-1.1707284879674071,1.1074625408088943,2.704429207118613
-1.9627128704480965,-7.7713904269794885,3.632125108384753
-1.9999973071872459,-0.17371576946985923,3.52265661717495
-1.9999791188882314,1.2548198345216854e-05,3.0114547859244136
-1.7651690734172225,1.3846150518985831,2.328434420921993
0.0005984067373455302,2.177602679694914,1.846402199619497
0.4128968898046362,-2.29562944778921,1.7580195007250004
0.3961603491158653,2.3550085518465314,1.6728943435044554
0.3825478647882402,1.4487739129761381,1.5425902613028009
-1.1909564743623517,-4.98742950166186,1.9093339701346757
1.3629199870794169,3.044993109253443,1.9583709560383697
1.9486577338847457,-1.4260211047913909,1.9422515491647157
1.8621336356187403,1.0556982461315556,1.855238954779346
1.885025484740115,0.10562468124878281,1.6281814207074436
1.839323803278623,0.007411760072856469,1.1229711956823685
1.712679824152166,0.9589451938391389,0.9157249552988914
-0.8801875972844806,4.595600701518644,2.915227496726986
1.6782298452685072,-1.4652373634235898,1.9430045269874934
1.7204991613398624,-1.2546917881294808,1.6133583658955157
1.9999709099310912,2.236489659155647,1.6175731188131681
1.8412909216187636,4.762568796429332,1.6555075017542835
1.9998119432299368,4.4254253256734675,1.7048307612013542
1.9933496017557137,2.6518536573833322,1.7658521273683625
0.02084916030401312,0.27351912119871685,1.810227880561923
-0.02981358165415162,0.37634742573441243,1.8299930219256273
0.02454642276306318,-0.39733371022387254,1.8436590319159512
-1.9970741258059963,-1.0442969314628272,2.0167355477925715
-1.9961664678024829,-1.2630099294905959,2.9843828683344884
-1.9943194672979956,-1.2633867018762353,3.8097666425578587
-1.9996974041925757,-1.4101866549947786,3.915761605814698
-1.9989113825890052,-0.6328309354590699,3.4635771200479115
-1.9996347872402163,0.050457616253264476,2.689160686939229
-1.997631903969825,6.248437093181723,2.1264688698374634
-1.9453330160726827,-0.3978031446031892,2.028506093965244
-1.837888120098075,2.574139572479094,2.05092612984909
-1.969167212257056,1.062878181982928,1.9923195530912334
-0.3108554712516597,-4.1434455065377085,2.067071401188269
-0.9333588694497912,3.5501940328173784,1.8431530572169397
1.5921066339808654,-1.6074600752535972,1.8047596701366448
1.999817430372237,0.20759721719508603,1.747466525440451
1.8905167823566706,-0.8055149228283949,1.901067814754656
1.859867417999663,-0.6004335423957748,2.0160299290363572
1.7681866692360875,-1.0244016333353414,1.982949758539767
1.9997386301831306,-0.2357049312928516,2.633982123070974
1.955056205477634,-0.812161454082458,2.5845224397017135
1.997701752961973,-1.0904978992081844,2.321862340008996
1.9996671782004276,-0.9810056417200667,2.083180695080456
1.991898918888683,-1.2295977279034331,1.882381154389551
