dacc,ddelta,dtheta,pos_x,pos_y,yaw_angle,v_x,v_y,omega,acc,delta,theta
-0.963655837,-0.108229713,1.27483804,0.127646206,-0.217374,28.32851795,1.569857997,-0.069671024,-3.957561089,0.155014265,-0.399997363,5.51206595
-0.220207718,4.665238698,1.480689148,0.07585412,-0.214420826,28.19141329,1.547396,-0.056609458,-4.077210692,0.147674007,-0.244489406,5.56142226
0.645796142,-3.158360105,1.503946112,0.025412266,-0.205039532,28.05810264,1.527834281,-0.059031813,-4.024542023,0.169200545,-0.349768077,5.6115538
0.158914026,1.684679011,1.119398984,-0.022498175,-0.188874804,27.92135564,1.508513414,-0.061664886,-4.122915652,0.17449768,-0.29361211,5.6488671
1.379725815,0.334450838,0.906050621,-0.067396214,-0.166591151,27.78603872,1.500271415,-0.058775178,-3.989077154,0.22048854,-0.282463748,5.67906878
1.735521475,-0.005545573,1.856674774,-0.108856833,-0.138636464,27.65490484,1.501364533,-0.059298487,-3.890823973,0.278339256,-0.282648601,5.74095794
1.147305729,0.241888017,1.525116897,-0.146480022,-0.105413034,27.52620994,1.511226199,-0.058748812,-3.830334933,0.31658278,-0.274585667,5.79179517
0.838649015,-0.435147358,1.553329815,-0.179859103,-0.067367879,27.39869228,1.525454267,-0.059706347,-3.841849432,0.344537747,-0.289090579,5.84357283
1.2704019,0.463740575,1.632787511,-0.208419988,-0.024921047,27.27011535,1.545714026,-0.056898171,-3.855202371,0.386884477,-0.27363256,5.89799908
0.784371156,0.40540387,1.717435809,-0.231847445,0.021462778,27.14272678,1.57310524,-0.051375138,-3.7793109,0.413030183,-0.260119097,5.95524694
0.365711983,0.879172488,1.786444092,-0.249841711,0.071266198,27.01930604,1.605453447,-0.043194084,-3.602147043,0.425220582,-0.230813348,6.01479508
0.068943829,0.553204218,1.812515334,-0.26230633,0.123889908,26.90324803,1.640080681,-0.036375618,-3.36203152,0.42751871,-0.212373207,6.07521226
-0.310704555,0.908827848,1.765762701,-0.269195849,0.178699256,26.79569261,1.67528845,-0.028855032,-3.074206109,0.417161891,-0.182078945,6.13407101
-0.699719671,1.31858944,1.717496447,-0.270809458,0.235088244,26.70007819,1.710181806,-0.018324706,-2.628373365,0.393837902,-0.138125964,6.1913209
-0.981414211,1.510912098,1.729597049,-0.267837213,0.292556877,26.62255359,1.742676742,-0.006921513,-1.992051811,0.361124095,-0.087762228,6.24897413
-1.483636716,2.051609654,1.74680162,-0.261392261,0.350754973,26.56992976,1.7696699,0.007684909,-1.118568767,0.311669538,-0.019375239,6.30720085
-1.710633233,2.389928698,1.761299208,-0.25322711,0.409494148,26.55072668,1.786350639,0.023036201,-0.005867647,0.25464843,0.060289051,6.36591083
-1.511212544,4.007639512,1.771234334,-0.245657384,0.468616077,26.57358942,1.78576723,0.044504642,1.409912091,0.204274679,0.193877035,6.42495197
-1.348968729,-0.110411598,1.773354722,-0.241345265,0.527786461,26.63987031,1.773334277,0.042031024,2.439206122,0.159309054,0.190196648,6.48406379
-0.638406731,1.685217754,1.76131479,-0.241528251,0.586582924,26.73041872,1.752758627,0.041988696,2.984603431,0.13802883,0.246370573,6.54277429
1.312846836,3.425779414,1.72248538,-0.247635681,0.644190203,26.84006876,1.72246898,0.048228065,3.598275278,0.181790391,0.36056322,6.60019047
0.802643837,0.279469206,1.66209608,-0.260486759,0.6995865,26.96846454,1.691499965,0.04824915,4.068500626,0.208545186,0.36987886,6.65559367
1.166852799,-3.816085895,1.613465104,-0.280235421,0.75203328,27.10677644,1.677400101,0.035255634,4.101128136,0.247440279,0.242675997,6.70937584
1.493307966,0.531869754,1.429955091,-0.306397333,0.801420961,27.23852837,1.677736007,0.028324309,3.844559511,0.297217211,0.260404989,6.75704101
1.079531074,1.061397375,1.72318367,-0.338770883,0.847032849,27.36628721,1.680087053,0.034624842,3.857839377,0.33320158,0.295784902,6.81448046
0.695146662,-1.107123282,1.811067675,-0.376943266,0.888126355,27.49568404,1.688714794,0.033675667,3.87144191,0.356373136,0.258880792,6.87484939
0.99592347,-0.814843531,1.930999071,-0.420302913,0.924415701,27.62219675,1.706865842,0.026913193,3.698054747,0.389570585,0.231719341,6.93921602
0.643128543,-1.536270621,2.04179129,-0.468262398,0.955767558,27.73991726,1.734261069,0.016505221,3.316191145,0.411008203,0.18051032,7.00727573
0.194376134,-1.887815803,2.091278623,-0.52011951,0.982523987,27.83993705,1.769268218,0.00317768,2.629427446,0.417487407,0.117583127,7.07698502
-0.365978357,-1.56048077,2.043771715,-0.57509754,1.005506708,27.91357392,1.806662277,-0.005098722,1.781002909,0.405288129,0.065567101,7.14511074
-0.820422735,-0.904455455,1.898848,-0.632445916,1.025734559,27.96028819,1.841435348,-0.005836694,1.061430715,0.377940704,0.035418586,7.20840568
-0.925359452,0.060093733,1.813691218,-0.691543322,1.044109091,27.98868903,1.870833283,0.000505811,0.714144949,0.347095389,0.037421711,7.26886205
-1.213109135,0.648224236,1.822115305,-0.751989374,1.060971685,28.01262067,1.893006475,0.008852421,0.778100726,0.306658418,0.059029185,7.32959923
-1.797581912,1.221125601,1.84564438,-0.813494724,1.076041882,28.04435566,1.904238507,0.018293194,1.171253532,0.246739021,0.099733372,7.39112071
-1.986326397,1.051376041,1.865232608,-0.87574355,1.088422381,28.09221684,1.901649158,0.023396771,1.704479615,0.180528141,0.13477924,7.45329513
-1.733082323,2.653688979,1.871966852,-0.938264236,1.096957017,28.16036508,1.881187839,0.033598839,2.422885306,0.12275873,0.223235539,7.51569402
-0.790700044,-0.914700808,1.863369961,-1.000379577,1.100195556,28.25088835,1.852258885,0.027659561,2.909897765,0.096402062,0.192745512,7.57780635
-0.516507504,4.925550773,1.825982204,-1.061409049,1.097585096,28.3551471,1.809470961,0.034773978,3.400660642,0.079185146,0.356930538,7.63867243
0.508296786,1.29161051,1.757655105,-1.120007184,1.088053246,28.47741654,1.754200053,0.038371372,3.904375169,0.096128372,0.399984222,7.69726093
1.705039837,-4.514527575,1.666781335,-1.175286995,1.0715027,28.6119836,1.715926391,0.030976711,4.055311663,0.152963033,0.249499969,7.75282031
1.930673275,2.295925501,1.638105405,-1.227130875,1.048299312,28.74567057,1.693355573,0.0304986,4.022765866,0.217318809,0.326030819,7.80742382
1.795870967,-0.850850242,1.614515616,-1.274725485,1.018563214,28.88130153,1.67873163,0.033806661,4.093915869,0.277181174,0.297669144,7.86124101
1.768204133,-0.568001439,1.608151397,-1.317663201,0.982779005,29.0171929,1.679067163,0.031932759,4.044720874,0.336121312,0.278735763,7.91484606
1.673021558,-0.859142512,1.517102198,-1.355647422,0.941453508,29.14977757,1.692892131,0.027565352,3.890483743,0.391888697,0.250097679,7.96541613
1.998964256,-0.461941965,2.465586528,-1.38849768,0.895104688,29.27602545,1.719517658,0.02378018,3.686136836,0.458520839,0.234699614,8.04760235
1.999574658,-0.960776925,2.272997232,-1.416084213,0.844176434,29.39499644,1.759862411,0.017854057,3.433694003,0.525173328,0.202673716,8.12336892
1.999009444,-1.16884153,2.19957047,-1.438538799,0.789065268,29.50352194,1.814696816,0.008673774,3.053974587,0.591806976,0.163712332,8.19668794
1.538203173,-0.920869477,2.081189497,-1.45616552,0.730089328,29.59790597,1.881353769,0.001085401,2.607101695,0.643080415,0.133016683,8.26606092
-0.073848088,-1.260913077,1.945407435,-1.469339898,0.667565363,29.6765044,1.953613548,-0.007528106,2.084959292,0.640618812,0.090986247,8.33090784
-1.00516827,-1.093716073,1.98387446,-1.4787555,0.601943272,29.73606433,2.023587538,-0.013612975,1.483274935,0.607113203,0.054529045,8.39703698
-1.415283423,-0.903645355,2.049157004,-1.485248896,0.533727214,29.77569647,2.08659236,-0.015585167,0.902105603,0.559937089,0.024407533,8.46534222
-1.769864689,-2.147853564,2.031272678,-1.489979155,0.46341438,29.79326765,2.139501365,-0.026261567,0.081843034,0.500941599,-0.047187586,8.53305131
-1.506743234,1.832313317,2.216163689,-1.494566516,0.39150063,29.78800926,2.182410275,-0.00082683,-0.191976543,0.450716825,0.013889524,8.60692343
-1.7540477,0.862764786,2.208359496,-1.498541826,0.318292372,29.78934688,2.214589811,0.012135383,0.303329123,0.392248568,0.042648351,8.68053541
-1.46180046,-0.332520577,2.226171095,-1.501789628,0.244149782,29.80503934,2.236913337,0.00379067,0.571788096,0.343521886,0.031564331,8.75474112
-1.346468278,-1.151597533,2.260740444,-1.504192455,0.169366609,29.82134126,2.251121025,-0.010740756,0.325030211,0.29863961,-0.006822253,8.83009913
-1.275597497,-1.535860025,2.239043132,-1.506329318,0.094237811,29.82198369,2.256753873,-0.02023365,-0.337924132,0.256119694,-0.058017587,8.9047339
-1.401812672,-0.894869773,2.249153524,-1.509471759,0.019115576,29.7986063,2.252892277,-0.016806845,-1.043367533,0.209392605,-0.08784658,8.97970569
-1.44811822,-0.061448541,2.239146234,-1.514862689,-0.055588481,29.7562336,2.239969207,-0.004980768,-1.441530049,0.161121997,-0.089894864,9.05434389
-1.107843352,0.779193224,2.215667901,-1.523232059,-0.129464295,29.70753022,2.220695026,0.0092612,-1.406562368,0.124193886,-0.063921757,9.12819949
-0.923625602,1.659667278,2.184114985,-1.534376728,-0.202263678,29.66821411,2.197853859,0.023180821,-0.86358669,0.093406366,-0.008599514,9.20100332
-1.011744675,2.170976279,2.151187883,-1.546971604,-0.273989378,29.65509684,2.170021008,0.031846463,0.133839979,0.059681543,0.063766362,9.27270959
-1.050799051,1.977566839,2.12148487,-1.558863072,-0.344755112,29.6783503,2.13339199,0.031302983,1.25117695,0.024654908,0.129685256,9.34342575
-0.634954177,1.142568581,2.092375719,-1.567795191,-0.414557639,29.73523656,2.088071317,0.02366518,2.109454739,0.003489769,0.167770876,9.41317161
0.179567856,1.921228269,2.056295219,-1.571974551,-0.483160155,29.81681875,2.035371664,0.019819506,2.773667981,0.009475364,0.231811818,9.48171478
1.586128193,1.997395197,2.004271529,-1.569947639,-0.550012747,29.9191677,1.979309347,0.017066684,3.346993156,0.062346304,0.298391658,9.54852383
-0.19360296,2.725951806,1.926523415,-1.560891952,-0.614318545,30.0382523,1.917233504,0.01312701,3.770803543,0.055892872,0.389256718,9.61274128
1.988500817,-1.86342261,1.823836955,-1.544546478,-0.675001536,30.16838958,1.85954493,0.009177405,4.006278455,0.122176232,0.327142631,9.67353584
1.848885934,-1.492397714,1.800600617,-1.521019104,-0.731563398,30.30309045,1.821946054,0.004962399,4.040025967,0.183805764,0.277396041,9.73355586
1.819760949,-0.840297728,1.749035229,-1.490717048,-0.783703351,30.43576152,1.801568206,0.002473523,3.899937733,0.244464462,0.249386116,9.79185704
1.999769972,0.994055174,1.642597297,-1.454156051,-0.831067655,30.56391995,1.792045547,0.008526331,3.82349146,0.311123461,0.282521289,9.84661028
1.999757361,-0.302380205,1.938948468,-1.411799452,-0.873105478,30.69172438,1.793408083,0.013576712,3.841652614,0.37778204,0.272441949,9.9112419
1.999714225,-1.050396077,2.173532037,-1.364166322,-0.909552654,30.81890951,1.810428275,0.010582405,3.762130593,0.44443918,0.237428746,9.98369296
1.999579111,-1.161718194,2.350799765,-1.311734634,-0.940381275,30.94051104,1.843757776,0.002536519,3.504081034,0.511091817,0.198704806,10.06205296
1.999104998,-1.207597222,2.420034657,-1.254937196,-0.96573156,31.05074739,1.892400168,-0.005989567,3.085282754,0.577728651,0.158451566,10.14272078
1.871361473,-1.12875132,2.330088803,-1.194147545,-0.98595409,31.14511066,1.954979361,-0.012300911,2.564116375,0.640107366,0.120826522,10.22039041
1.205313704,-1.010180045,2.07058271,-1.129670635,-1.001604991,31.22140596,2.028141244,-0.015990245,2.012298919,0.68028449,0.087153854,10.28940983
0.575327489,-0.835952098,2.068759172,-1.061783564,-1.013398882,31.27964218,2.107075577,-0.017431835,1.48984882,0.699462073,0.059288784,10.35836847
0.01533128,-0.530869802,2.1388056,-0.990742452,-1.022105478,31.32186839,2.187299379,-0.016142246,1.063986538,0.699973116,0.041593124,10.42966199
-2.02E-05,-0.403781176,2.220737944,-0.916777904,-1.028409864,31.35184965,2.266505251,-0.014190373,0.749518373,0.699972443,0.028133751,10.50368659
-7.72E-05,-0.302318407,2.30188355,-0.840059991,-1.03292208,31.37271243,2.344262817,-0.0122687,0.512666345,0.699969871,0.018056471,10.58041604
-2.45E-05,-0.211396519,2.380430129,-0.760710131,-1.036135174,31.38670989,2.420316152,-0.010181159,0.335740718,0.699969055,0.01100992,10.65976371
-7.07E-05,-0.469619934,2.456382248,-0.678823682,-1.038480218,31.39475449,2.494549011,-0.010435733,0.133004324,0.699966696,-0.004644078,10.74164312
-0.210716887,0.064767423,2.529469655,-0.594491239,-1.040467299,31.39627762,2.566245679,-0.00546941,-0.014999288,0.6929428,-0.002485164,10.82595877
-1.299159151,0.059556616,2.597447596,-0.507852791,-1.042310892,31.39527058,2.63168213,-0.000828476,-0.033084583,0.649637495,-0.000499943,10.91254036
-1.986373712,0.08693713,2.657204552,-0.41920863,-1.044168687,31.39461954,2.685977485,0.001177946,0.000125995,0.583425038,0.002397961,11.00111384
-1.996562894,0.009023648,2.705106212,-0.328968371,-1.046031972,31.3952641,2.727487362,0.000690872,0.035497941,0.516872942,0.00269875,11.09128405
-1.999516377,0.038971061,2.741345986,-0.237551779,-1.04784692,31.39684042,2.756541939,-0.000144405,0.059125357,0.450222396,0.003997785,11.18266225
-1.998795499,0.347099581,2.765436875,-0.145366421,-1.049478404,31.40009107,2.773429572,0.001247698,0.156082831,0.383595879,0.015567771,11.27484348
-1.998750176,0.305827356,2.787047126,-0.052810387,-1.050582079,31.40819565,2.778366293,0.000166969,0.336828793,0.316970873,0.025762016,11.36774505
-1.998463023,-0.538544798,2.76763654,0.039724708,-1.050842822,31.42035979,2.771985923,-0.00942415,0.339872598,0.250355439,0.007810523,11.4599996
-1.997698737,-1.791831312,2.755199214,0.131863019,-1.050600747,31.42442266,2.754104619,-0.022518594,-0.198340047,0.183765481,-0.051917187,11.55183958
