pos_x,pos_y,yaw_angle,v_x,v_y,omega,dacc,ddelta,theta
-1.411929576693292,-0.70442683473589,43.11267592922698,2.15885210530205,-0.07335459944975532,3.6659838262728113,0.5489418261660963,0.24370902156835078,32.8489359651272
-1.3637983198114003,-0.7584394217789745,43.23278334132231,2.18350978875733,-0.07297379742889622,3.543214288099817,0.5933464052539219,0.23454904297578305,32.95017059044685
-1.308866629921227,-0.807005583206239,43.348815717138294,2.2176353321610507,-0.0725080153139385,3.412411313251974,0.6333664490458657,0.20967184509603715,33.08350180956305
-1.2476954348136469,-0.849757106128674,43.459617329973554,2.2617128675327813,-0.07384877471426537,3.2222502032249625,0.6681728612822412,0.17918712358308694,33.21650374931973
-1.180879985296292,-0.8865112252190285,43.562508275985806,2.314670138236037,-0.07571947373486901,2.9312725906797326,0.6912619090119732,0.14493434892500814,33.34542840925043
-1.1090578161111397,-0.9173063444928818,43.653815755835694,2.3741911724046667,-0.07479974298429147,2.530662984494844,0.6999278114732074,0.11299876650827002,33.440534036242305
-1.0328896671959846,-0.9424338035139076,43.73051221833224,2.4377679964946117,-0.06861938167583742,2.065278321054678,0.699968670271921,0.0857527031728193,33.52213655047433
-0.9529950357941919,-0.9624635728037082,43.791560330365066,2.503809442210441,-0.058316603363254595,1.6028397204830638,0.6999668562567826,0.06345964666506858,33.603312224236134
-0.8698805406185742,-0.978194789796165,43.83803577595918,2.5711582921776306,-0.047019214790122006,1.1977472016022808,0.6999643247360912,0.04596632006974376,33.686738427869706
-0.7839203837268192,-0.9905063337670396,43.872322698407146,2.638655088740034,-0.0369553132534189,0.8730223677945333,0.6999612003250544,0.03277718035727338,33.772779481464944
-0.6953794950137118,-1.0002907449679004,43.89538054050168,2.705780687005277,-0.03307779860682074,0.4805583982279268,0.699938309620971,0.0020913838513037207,33.86133958964735
-0.6045050237996533,-1.0087578072444114,43.902599091004106,2.76868395689013,-0.0271516209128458,-0.06443541242294792,0.6646443610245186,-0.029108319192788532,33.952178893830684
-0.5116664591154192,-1.0170465181763166,43.895861451214024,2.8216141354202597,-0.00207791589965527,-0.2208837061353582,0.599486289225407,0.0038757017198435308,34.04495752701583
