d_mes_v_x,d_mes_v_y,d_mes_mega
-0.006099118775522563,-0.013843065666006286,-0.14707551168205063
-0.004794094576948248,-0.03665199160879383,-0.04959456030938641
-0.0060257991972553285,-0.04073582164132564,-0.09955916613143397
-0.006287349398323667,-0.03082347314128379,0.15293791672410062
-0.011685214632274336,-0.007580034492551086,0.48617573221070365
-0.01684057591017437,0.03275093450615402,0.3070385384947725
-0.01618465925854652,0.06898432435740559,0.022903511166873725
-0.014451567489896636,0.08480038125926961,-0.13299915630930853
-0.012271513323447142,0.08914506498378592,-0.18540660441194856
-0.009682669811062028,0.08988500473858795,-0.16521900950864085
-0.0065825274541082834,0.08949821145659419,-0.07546975105892154
-0.003446524094949114,0.08710564792527134,-0.0034088557513100616
-0.0008103957035046003,0.08477176766088212,0.021550923671987996
0.002254153645187492,0.0822739667674142,0.0393519455221369
0.005701757069997799,0.07924213748455258,0.03851770585786374
0.009089456758282835,0.07528003288707538,0.01942477292545014
0.011729735086950722,0.06804762823189162,-0.03581925562004512
0.012519726743214402,0.056290933722359215,-0.12811370853959558
0.011028884405246395,0.04345027957216414,-0.13601925391505776
0.008623808908397756,0.027206821186344217,-0.08042114054637783
0.005806298868497241,0.020753812793583366,0.04185869445806323
0.0027215967202337127,0.021225289221954227,0.17191885511934757
0.000671830403063939,0.027836637898564293,0.15698581442872833
0.0004396345312121709,0.0314940411584059,0.009562114781295594
-0.00015950279895809473,0.02661582672463619,-0.15078171892527914
-0.0022355419438464773,0.011422276011850658,-0.23209816242560743
-0.004156701922344824,-0.007415300412924184,-0.20622806106593206
-0.005262596059371148,-0.024114015263240147,-0.13837355275875116
-0.005268675131060781,-0.027989555137629043,-0.006846043586287709
-0.00568506872980588,-0.02019684963769801,0.1888140555561061
-0.007817810596561982,-0.0027988811406870016,0.29690330492673467
-0.010041426717467092,0.020949730238466812,0.28383044087246156
-0.01166540976358909,0.04308631091375305,0.24640381886199214
-0.014374039026095985,0.05974682141408205,0.16528351814146047
-0.013700099524584952,0.07148083110829033,0.045249535525185236
-0.010206827975259493,0.07830642732621253,0.02619713984394101
-0.005617893125572582,0.0801630041260826,0.03386459446346461
-0.000891472327517526,0.0772735211380935,0.01906614320717631
0.0011596178543693486,0.07296055521245984,0.010563347104494691
0.001623437196533834,0.0672720595019363,0.02680220633603919
0.0015141123906224792,0.06135052561820027,0.04736830893255364
0.000970702534627075,0.05677412590961,0.05888964232165553
-0.00013672505583298177,0.05417600734729994,0.07244720047728945
-0.0020416303364743267,0.05378108695190127,0.10208105025793526
-0.00426395938654589,0.05492854332140751,0.1302406247434709
-0.009869138604397934,0.061281013879474586,0.16847030925628692
-0.013637755783115428,0.06642398144296537,0.09061417346774742
-0.01065401576313918,0.06893772018878846,0.06241062699726914
-0.009394004918422669,0.07166852709171304,0.08142980308465857
-0.008548905963670285,0.06844560992062025,0.08553919434273224
-0.004223734657057093,0.06280344965227741,0.03197672414904812
-0.0023909780341128378,0.05998586317244683,0.05923779074797991
-0.000497430964692186,0.05465605786923986,0.07846677812580741
-0.002008355563253085,0.058708586444387804,0.15534166307056607
-0.0022473136585208706,0.06013593118005593,0.17369895314782993
0.0017228744176314929,0.061047221510224625,0.10198607470876463
0.0028535111688567094,0.06465399477178574,0.09975810064968896
0.003297008440759048,0.06502001110084563,0.10871882854689682
0.005404415957725867,0.06373454042865173,0.0641544520069442
0.008114466881202449,0.05674419916832843,-0.04562276900950801
0.009169741714002567,0.046134339363582924,-0.16223375743895674
0.0077885694059943895,0.029664786084388054,-0.23678292348414243
0.004626143187543053,0.009831658660049755,-0.2813939387497153
0.0003124687278098937,-0.01288046571508273,-0.3284585378961211
-0.0023567309115373465,-0.02923367708339455,-0.29299983000523455
-0.004882580758911553,-0.0479301725775037,-0.24749465961039108
-0.003748199816763569,-0.05581963253308054,-0.1685195144421806
-0.001284498717167331,-0.06160848705684259,-0.09452811838786185
-8.842598646242698e-05,-0.0604318399918102,-0.052013587471747336
-0.0011148468840990631,-0.06381542831847717,-0.1098691627857579
-0.000966564262475109,-0.06393871511444091,-0.14345830422327055
0.0010745437552379502,-0.0655066411696208,-0.10925962207015852
0.0031478743183053857,-0.06513742150734778,-0.06391436195719358
0.004422359811110431,-0.06347152712101285,-0.035385995043156426
0.00550479917676271,-0.053169099673710245,0.07137959916482095
0.0023189102255079305,-0.05511975340681666,-0.021147245066838627
-0.0018615743695890672,-0.05215848236175364,-0.18039297709976534
-0.0034109489126519805,-0.05526111306051132,-0.1713045916888109
-0.006942107868016512,-0.06315671436668104,-0.15791645568247636
-0.008893085133540448,-0.06867459258392053,-0.10301413119347597
-0.005346487799325419,-0.07000511653733116,-0.06960047175311793
-0.002823539764336908,-0.07048037024741063,-0.05768582401392708
-0.0035528531491359483,-0.07083012786665628,-0.10620035311210993
-0.0018886415401423743,-0.06924800910994505,-0.10013905972909926
0.0006698965602898992,-0.06900871812116188,-0.08789536398065834
0.0027473493175652047,-0.06773859307479137,-0.07521319940426083
0.003643628881922297,-0.06782743857590545,-0.08302682638066822
