v_x,v_y,omega
-0.006099118775522563,-0.013843065666006286,-0.14707551168205063
-0.005173226581954913,-0.03751250104213278,-0.058737034113172826
-0.006707107668733003,-0.046421618277897474,-0.10538535305928877
-0.006465561488298464,-0.03188940677942543,0.1492705560478102
-0.012618506677682002,-0.011950003268127776,0.5114686840301875
-0.01726068205558537,0.0331288443005822,0.32688693385653445
-0.018431432477368868,0.07374858189513894,0.06289417275201373
-0.01512543422185574,0.08909500271066294,-0.1430604585361053
-0.012682795302727949,0.09157106157427723,-0.18916650667677629
-0.010691529920703415,0.09779517386788428,-0.18257871375834503
-0.006752228238315725,0.09164142643797897,-0.0783446736951921
-0.003119104704486841,0.08245180561629302,0.0003528184918249258
-0.0006800234640661873,0.0786620622894566,0.01909435714561388
0.002229975234226033,0.08283749661380023,0.039631427825790384
0.006048107659940105,0.08917188300173723,0.043877418189963865
0.009649691222563948,0.08413272928214136,0.023837245434230048
0.012487241130524643,0.07513969506560476,-0.033572047043693036
0.014146872535708187,0.06651201701239436,-0.13173455562916858
0.011407059649625793,0.04498494148104747,-0.14062323175673858
0.009422175080181774,0.029891576060233575,-0.09215621042994
0.006126710054639349,0.02169826258176865,0.04056837943108407
0.002620525610688709,0.020904600400064866,0.1717658361273602
0.0008076545853288204,0.02916192662783014,0.1690256758930483
0.0004476225133355715,0.03414259913632033,0.021283751966593788
-0.00015153308059265215,0.02669164579358341,-0.15350786524431706
-0.002247638458379648,0.012851378918442838,-0.24138352973232258
-0.004443394122544391,-0.006935758123141105,-0.2297416269642601
-0.005305058096394382,-0.02445827785409337,-0.13798049722995273
-0.005431729482781919,-0.0287526138519569,-0.011015159954660531
-0.006143806976623475,-0.02270599803895775,0.19243342951684325
-0.007987171562918031,-0.003083644574911907,0.30679246745938804
-0.009803466021894667,0.021019114710269668,0.2737282962482768
-0.011799241095667084,0.043288401822895596,0.2506377637741031
-0.015120024415514419,0.06279214777463143,0.17981558770227968
-0.014399455929900268,0.07442214135622857,0.050379410557902474
-0.009986006838086958,0.07740446221450495,0.024492556246243274
-0.0050802339129119075,0.07533738695761338,0.03296679666493142
-0.0006544695785959402,0.07151319044773623,0.01592736293769058
0.0010658373534836397,0.06497601431794787,0.009933931841051527
0.001440202683622121,0.05926788276500705,0.02542640191963656
0.0014532391160839925,0.059144705316600196,0.045452696782035236
0.0009494435001191634,0.05584089932608453,0.058114425784369934
-6.75854933822626e-05,0.05883905741724316,0.07760962188147295
-0.0020849795199389762,0.05732739172366009,0.10726904259275684
-0.004221116144703726,0.053229456610496766,0.12738570909864075
-0.009607201861459731,0.05863234574661714,0.1614838573705624
-0.012750557750442912,0.061987891757640225,0.07792354995525755
-0.009510199592204142,0.06358351618352617,0.06047350961231024
-0.008594238909352504,0.06471108279984047,0.07357133382488504
-0.007378955619881904,0.059931762904746846,0.07542257047286549
-0.0029575128095275325,0.051919662002951866,0.017800446330533057
-0.0020569855425177836,0.04692522195835498,0.06100222854727768
-0.0006046815716631736,0.059486653223309996,0.07906192270129049
-0.0019401590683627424,0.052995463330118016,0.1498426197027247
-0.0020712060670823275,0.05739469780669691,0.16094228234576605
0.0018553132824549183,0.056592374106277335,0.091262266743201
0.002468188206056897,0.059197982855423215,0.09406734621278559
0.002939851165594379,0.05447521207264566,0.09010985966369223
0.004348740903462477,0.04629125293200267,0.03554964675082961
0.006615601602370319,0.041510950567161455,-0.05656165278375523
0.01008347571861453,0.050840937985625834,-0.1736700517889319
0.006612442350932692,0.023651539511490304,-0.21811791991644766
0.004197926855708959,0.009464826792156484,-0.25459321378872635
-0.00016334353973375333,-0.014014134184096298,-0.2956053628525517
-0.0020328146748874233,-0.02589344589851535,-0.2561760298911772
-0.004648140039057457,-0.04485574857687713,-0.22226976020361905
-0.003041235687117181,-0.049455281587744856,-0.14396119976915983
-0.0011232750503943358,-0.0560317188236734,-0.08288353464205629
-3.663509354930349e-05,-0.05468556583639757,-0.04622080833755847
-0.0011452323735624231,-0.059467437292602315,-0.10707647075264913
-0.000559039614601016,-0.04800858501070777,-0.1100311829617335
0.000985491186330401,-0.06636555346691521,-0.11000001538363777
0.0031403425256181345,-0.06299775918353759,-0.060822184342721665
0.004421721474205662,-0.06415568296895922,-0.036407487545175615
0.005494213036585579,-0.05277283948385319,0.0718210414038452
0.0021662068383318167,-0.05386488734175327,-0.023850306007200915
-0.001932589797236169,-0.048262015742945995,-0.17598460358201598
-0.003131381688229898,-0.05205445134220138,-0.15322761395642098
-0.006531924809621463,-0.05595408018451658,-0.14165834794605842
-0.00815761072571985,-0.06430771542983267,-0.0915837269979555
-0.004688120339776015,-0.06431949740786963,-0.06464231994737574
-0.00266784014990447,-0.06619360206974964,-0.053442335950760804
-0.0033741780646007625,-0.06580742689723701,-0.10255010768722238
-0.0017370392160977533,-0.06698974062343797,-0.09482472485640038
0.0006658248704465821,-0.06775941828599008,-0.08674674113804666
0.002699827027612769,-0.06546678071844095,-0.07232855532327419
0.0031500701035264574,-0.057729981066198366,-0.07228304859773357
0.003849347888994851,-0.07457024531720162,-0.10723635843522737
0.004127087184968784,-0.07030936147623958,-0.09280738730568787
0.004753124559323908,-0.06416635100971163,-0.0602712689807851
0.005805389707663579,-0.059047277026754275,-0.006955715751596503
0.006458833448451322,-0.04964011541570709,0.06975849513502455
0.006220077373016006,-0.03829170946897435,0.1419796264041546
0.004359765490555552,-0.021945091374793075,0.20630216173691016
0.000956384997856141,-0.0014914071011946383,0.28076605641232877
-0.0025071158525997667,0.017347274881104643,0.30591265294548486
-0.00513849270856933,0.0365199237970078,0.26614995172701705
-0.006052480280533517,0.049628720967473214,0.2004263221383555
-0.00859684146568466,0.06058923299543378,0.1460042860011787
-0.007690918919703872,0.06546139905719409,0.09017922053279527
-0.0037507415230608335,0.06538161731480599,0.07965971755952232
-0.0021484903608419742,0.06347975080670275,0.0689906664854986
-0.0001764839154985291,0.06076808975326714,0.0701296589334872
0.0014800267573706653,0.06071313849391585,0.0676286466865792
0.003368367388769626,0.0645287739461727,0.07317970591467915
0.004643404391945797,0.06005395213883846,0.057407457157060374
0.008835097788316173,0.03128720271163735,-0.24497652845395537
0.009973161450000016,0.039407844186892714,-0.40932149243491706
0.007579153566779102,0.02037376801287466,-0.28406186973596514
0.005094451385634344,0.0022031941675129834,-0.058411925248930095
0.0036773644433547507,-0.0010721336806980943,0.07631612355020652
0.000953333666932882,0.007113593563603578,0.17417580668025018
-0.003067632082131665,0.020994254391547316,0.26695368959099
-0.006436404526209286,0.03499608819142683,0.2655598212290137
-0.006517936646779154,0.04455196172725304,0.15952946174949686
-0.0109280966879284,0.05658907574984944,0.1642610749103796
-0.012697593189013458,0.06069405424866785,0.0848108398340943
-0.006761280743896664,0.06257423536326456,0.06453691286067774
-0.004048778608985027,0.06521746879473883,0.0734008867804481
-0.003076764644343235,0.06638983657626651,0.09582578724993014
-1.8839515254366422e-05,0.06425483533923468,0.07945840964201822
0.0023526593956115383,0.06113828170380381,0.0658448644026888
0.004632960091266206,0.05490653451362615,0.050937288024248434
0.008980213408857657,0.06873745527908441,0.04410472315236899
0.01219996957825161,0.06140589792913664,0.0013055083419109016
0.014126911623206314,0.05017057826898204,-0.03449435019379955
0.015591116398437278,0.04449002506915069,-0.049456940627840514
0.015420854842972955,0.0358223106194407,-0.07380379521532307
0.01460667644354829,0.02966254451100739,-0.07749760108592142
0.013005286126851954,0.02240603279651384,-0.053689708580910524
0.010464383760942634,0.01282824918713772,-0.07015999893442647
0.007249205230474589,0.0015314654509196383,-0.14587545330463256
0.005283986743139821,0.001185568126082352,-0.024400919561530152
0.004678132783739502,-0.006669727130241366,0.06582383960947384
0.00323904037976308,-0.007032542680891778,-0.0250209945855892
0.0012265468534230735,-0.008757320222247608,-0.12325988048941462
-0.0006296984797142904,-0.015986624739684763,-0.14121992652980558
-0.0018803807428668677,-0.023390600986066372,-0.09527335300760213
-0.002729496331821698,-0.024274657927309214,0.02789605993235275
-0.0039023195223420286,-0.012865497417038239,0.17091170553700819
-0.006567910078981395,0.0031909702712172756,0.2721418483649997
-0.01073458484304425,0.02779878230825939,0.3315684388917023
-0.014878479686068981,0.05160863571774088,0.2498754122160534
-0.014306248927790925,0.0657765330053185,0.051341919484049814
-0.011130431569475399,0.07293091917178345,-0.03292714755794938
-0.006377435933099639,0.07761196577939891,0.003922491559037119
-0.002682010036830868,0.07807244373849097,0.0419439055451522
-0.0021275837673429155,0.07920740587386359,0.046141986260516056
0.00031617117725933326,0.07253800098480069,0.04637018774873885
0.003260457306734211,0.07546816516857996,0.052151957899586085
0.007328532183438858,0.07976883239462922,0.04227636585598116
0.011646693193153625,0.07959732124198289,0.010859674491766762
0.014340428926001547,0.06976285465738051,-0.02470222874000702
