v_x_inducing_points,v_y_inducing_points,omega_inducing_points
-0.0035641406863982793,-0.002849285082073092,-0.1326695386279143
-0.005982172269547265,-0.011359071697832297,-0.2008315293109196
-0.007552138323360834,-0.031517343518594344,-0.12994052749502652
-0.006724966727967475,-0.028814511190510764,-0.10142507840844447
-0.005928574163310835,-0.038702315134990374,-0.0331427485016869
-0.0073207915233405975,-0.040126625022880516,0.09629306773117977
0.0008400095937192266,-0.025582777464268545,0.23669699485139076
-0.001901903972070972,-0.019022664503619596,0.2795215325292779
-0.006716348387475821,0.004590015424939949,0.2839975860737979
-0.006475080480974272,0.018870054497723276,0.11655143700340358
-0.006401820522173254,0.04074248238091942,0.11211778615483152
-0.005350915883347455,0.050342830917132965,0.09244211921402248
-0.006758833141632571,0.06183521165136225,0.021183570975084946
-0.006864143309635015,0.0703091170971964,-0.031065236945814756
-0.005610297827008714,0.07447592037249352,-0.06944685935779586
-0.0037606908010070573,0.07633391717088013,-0.0695225797933478
-0.0021857175244516993,0.07705811857091999,-0.05608969801419763
-0.0005425897345913553,0.07775261344830377,-0.017880975478580627
0.001685870971142449,0.07587628755851253,0.018197505152994446
0.0025228452383024044,0.058762611225724876,0.02857578402313186
0.008017302694063446,0.0750448183103913,0.03182584202899288
0.0006343010429066848,0.017019784917463247,-0.006989636830363433
0.012729673766136545,0.08021503373366017,0.017280489150421817
0.010164457215541578,0.054292376743222744,-0.008873893872602217
0.009223027515180834,0.04290708216386196,-0.02923005882701407
0.011823375931274959,0.04859164998222906,-0.051357651851672
0.008187694642869562,0.026443039422008312,-0.07686329986681407
0.015852361267105132,0.05600813619084826,-0.11720219646990439
0.009189676086911808,0.026993265705574067,-0.078625691811572
0.008507332354534151,0.02417616504871893,-0.03640886346204527
0.00649273986849456,0.018437254627236995,0.017238465085240212
0.0049203011297794886,0.01714985580600853,0.03320384417540223
0.002786150550323856,0.014531623542024204,0.06345459277521943
0.0021688923380796723,0.02075433934066136,0.058540542736673536
0.0012721861632574794,0.018465562467619757,0.053525735836843044
0.0007731635737506757,0.01656100885852806,-0.048293709429264614
-0.0006567491503426968,0.012917358706957998,-0.14095646748484816
-0.0021935930425778082,0.0033973750895323206,-0.18641586452170877
-0.00347698973713852,-0.006564351065700887,-0.18837567823683948
-0.0050464838780509445,-0.018173259806038747,-0.11895475374766006
-0.0043766142777490295,-0.022212206533976535,-0.05572339285048417
-0.005007038994626867,-0.019895113962565734,0.10087402475635807
-0.0058028683764559715,-0.012952485359736907,0.18830130794506983
-0.007809270093204792,-0.0006899235110656042,0.3096436403428459
-0.008598218020401427,0.023614956647701336,0.19514515759804543
-0.007722968315214007,0.04621103727418599,0.053613482109108046
-0.006565882563671543,0.05458824950471072,0.004745886431215439
-0.004582396665259265,0.05709780287348298,-0.010964082849280018
-0.0032480280497176237,0.06086049244919192,-0.004389266574657718
