d_mes_v_x,d_mes_v_y,d_mes_mega
0.00884874162272098,0.01163579829325391,0.08931402475770328
0.009298177960609333,0.002356562378404946,0.06861568156396974
0.009899900916857454,0.002861345329040473,0.005435952114044407
0.010071397476327307,-0.0013946997261186558,-0.08430774621310477
0.010134616325280857,-0.003289483333474747,-0.13030672578175329
0.009921383374978839,-0.00894860183889036,-0.12671285300320873
0.011415016931177094,0.0008362657615213799,0.04707132430522987
0.011868433863110046,0.007539159514627303,0.2874534794689714
0.010333766844553643,0.02309011219519788,0.36944536739921596
0.009468151175779635,0.04218712994303423,0.29684863544345264
0.010085755576746819,0.05798339253646809,0.1944110111834062
0.01123448538624295,0.06936895045579947,0.11606544694337395
0.012688685024287487,0.07605109566843635,0.0656342448512776
0.013322119833861716,0.07971569300008295,0.04340315702039843
0.01380995657466122,0.08112593740134806,0.03160782827176806
0.014337469275224286,0.08142083512516189,0.03195656102621755
0.014444469498531086,0.08068634375266807,0.03218679418148879
0.015664629349999,0.07539329732643946,-0.023018783605230297
0.015711903624775064,0.06700427980037543,-0.11510880820387459
0.013224653904464534,0.055477254440305365,-0.1254371555266922
0.010257657932969691,0.03913367660340396,-0.07624616149104035
0.005931911335389402,0.036037070966739665,0.14328987376613658
0.002266387314366009,0.03702444851619996,0.23447754997278514
0.002146632502555093,0.04395823946281427,0.05682177459595126
0.001634841995790562,0.03898441545659745,-0.1919169643257359
-0.0016628061917937868,0.021647271764209507,-0.3313169417805353
-0.005498736019972493,-0.007812071080582166,-0.29855450249934046
-0.007097729977459825,-0.032005504795618936,-0.17438422268902853
-0.006294527109197343,-0.038523801077504624,0.039194797470623266
-0.00692470236048498,-0.019871284670792112,0.3867012326064183
-0.010910811078638782,0.008861550550489258,0.4674354592008365
-0.012479857149277941,0.04726367991654305,0.23674824280106843
-0.010707139685285305,0.07113477781237426,0.04351046317368468
-0.007622300566668037,0.08238542745059096,-0.012692202764581467
-0.0049337200362778305,0.08635031136295925,-0.008373161819123967
-0.0025890641763212756,0.08619214514297108,0.0075666185188874024
-0.0003790454380977748,0.08191475894634376,-0.003608498812561922
0.00013821507714603318,0.07521613953808871,-0.027405064156095782
-0.0009335389195462337,0.06645822732991832,-0.008215209294805514
-0.002879142288065309,0.05751194304963026,0.047481679726612935
-0.005061077334319292,0.05246009739208818,0.098499828393774
-0.006956329639630512,0.0510535070727174,0.11597646974756973
-0.009912289697404153,0.05634042351566771,0.17170485515179312
-0.013663560480845376,0.06216573602750343,0.1638585284182702
-0.014620248104544119,0.06865587014931437,0.0716253467569598
-0.010815818441551397,0.07050622765057846,0.04832007973490379
-0.010233103063979718,0.07295863161385627,0.07487843753031356
-0.010738523491120422,0.0706045023538118,0.09492131356459964
-0.009480842616452698,0.06952931100842633,0.10842349655775117
-0.006982166101289714,0.06631112156839841,0.09828687409168102
-0.003585867138590281,0.06400717375714307,0.08269792636153131
-0.0014236043694804577,0.061798204680309755,0.09259601068635476
0.002177020831959642,0.0565132958378282,0.04841613838049258
0.003924843571182283,0.0559182382211495,0.052103383079972365
0.004629754347678636,0.053180061593676116,0.08181112961398943
0.005456723261584459,0.05114096463827007,0.06507468914705339
0.005984884215489556,0.049996923620097354,0.05424703471323558
0.006712667379287735,0.04635058779623027,0.029821367487008976
0.006995955458309274,0.0441819509142739,0.018254986268941953
