pos_x,pos_y,yaw_angle,v_x,v_y,omega,dacc,ddelta,theta
0.5212046377316107,-1.0498172990888275,0.005008360710593635,1.226850419560082,0.022032646937611047,0.39079844815985215,0.39652476692312544,0.07266853584081474,0.3862063889006715
0.5628530086735297,-1.048450612222641,0.026439042270346623,1.2740943621614094,0.016311521232828998,0.7249806667626062,0.41580604819926514,0.06027141005125526,0.42077351155920983
0.6060900106829995,-1.046243786407476,0.04903130217303342,1.3236728711236316,0.007830080831728354,0.6029927001547049,0.4211749582597358,0.030484704673948353,0.4623366696763732
0.650972612022804,-1.0435304791976596,0.06156899769678924,1.3744712518713396,-0.0069906078273691535,0.13295311234459212,0.43960190127476717,-0.023856622511297162,0.5039303575868663
0.6975871942689924,-1.0410878571523507,0.055915072945104914,1.4262693185958644,-0.015248929862051236,-0.43039361712444174,0.45136961357623634,-0.05768892678767665,0.5500217319231419
0.7459627014928787,-1.0394989818185754,0.03416522155518665,1.4774629488068656,-0.02086323023460621,-0.8538966443592946,0.4490525138751022,-0.07876248088804465,0.5981202707697814
0.7961350651034793,-1.0390703020694612,0.008092061759934061,1.5349905366918248,0.004556209996176477,-0.546032000419075,0.5157165485646117,0.009711022834868938,0.6481887777347348
0.8483611327320174,-1.0382780903507587,0.009451704049449785,1.5989441158372257,0.03340537860901881,0.6808972213826691,0.58237328973042,0.1328388321639003,0.7003822178002309
0.902653064374761,-1.0352249000735085,0.055750422931601415,1.6628013186841233,0.052122198433779174,2.0730633485809085,0.6331415587540096,0.23285259402780326,0.7546474787824714
0.9586518786752769,-1.0278969154478426,0.14303874091113172,1.7250029799254887,0.05647242617509918,3.114516883431505,0.6649798842378262,0.29269936671457814,0.8105890848618258
1.0156368293635423,-1.0145821004615185,0.25823028171971374,1.7865642529229264,0.04697302392570178,3.7435529736926556,0.6870023966990341,0.3092449608066839,0.867506068060912
1.072628068328381,-0.9941456894020918,0.38888389719370403,1.847297527851991,0.02896907416645475,4.057973840093006,0.6986242159316446,0.3099401862455671,0.9245160121072019
1.1284714749434932,-0.96599268957412,0.5257072031041508,1.9074561009885818,0.005180375337715034,4.103332074209662,0.6863382226217607,0.2621564547024472,0.9819860469410743
1.1820555789428782,-0.9300669816469408,0.6604779947520933,1.9648203994896025,-0.016095229866555608,3.9744707289467316,0.6725595722921139,0.24902407861809506,1.03917903377925
1.2322326839054287,-0.8865949238066348,0.7899938720949577,2.0213415562833585,-0.03173718811120549,3.7830848896281477,0.6917099921419989,0.22213655466428434,1.155233120565587
1.2781357694822053,-0.8359944331123441,0.9125692057994983,2.0794145876535204,-0.04125248120127532,3.578994271161633,0.6998644454545898,0.2144967901957375,1.2885426943089626
1.3189852740074268,-0.7788265334887428,1.0287150542379662,2.1378459197209607,-0.04755707841536179,3.38495290297345,0.6999417704381272,0.1939697009692954,1.4217550291758556
1.3543492306389837,-0.7158081452624013,1.1356338137199424,2.1996085580915246,-0.059653953146095236,2.9492795486017895,0.6802656178794662,0.1197658018237618,1.5402405036353692
1.3845704773311973,-0.6478560356461909,1.2213293013811213,2.26131281339007,-0.06535914243937418,2.154451841178056,0.6275973517292608,0.06736853894102715,1.6212652392298572
1.4103453879893848,-0.5760029950725177,1.279481294177969,2.3165487149126207,-0.051378656156562216,1.3697149630857168,0.5651476203904022,0.042923398531904175,1.6961209760364444
1.4326379747280134,-0.5012275969123129,1.3156242490610905,2.3631866251588236,-0.032359586161907636,0.8441191334178698,0.5074093560166921,0.02889708965210748,1.7716332921381839
1.4521830451124806,-0.4243048253348978,1.3465108208678953,2.39505412725542,0.0005878163067130626,1.192818628050841,0.4408182736924071,0.12989752346187777,1.8486568174599565
1.4679241254399713,-0.3457529374589169,1.3990399528079818,2.4107281552590103,0.0002678905184626132,1.9088360826850563,0.3741819692303164,0.13265230138854622,1.9271873752968285
